Customer ID,x,y
16393,-18.429573,-4.127236
16395,-15.264589,6.126476
16400,-1.3685656,8.926498
16401,-22.801886,-12.119477
16407,31.238232,12.817018
16409,3.776194,7.968514
16416,28.473564,1.108799
16422,-24.34166,9.992966
16434,25.298948,9.175701
16440,11.168632,-11.788699
16444,-4.0267,8.347025
16455,6.007712,-11.76688
16456,7.425294,10.951148
16458,-6.6441298,0.050451014
16466,20.655556,10.006249
16467,-23.708797,5.057835
16470,-16.839785,6.7060513
16477,-4.6611323,3.151515
16497,22.719793,2.771767
16499,-17.790089,1.6521822
16503,-16.333284,9.220307
16515,3.8829868,-16.540792
16520,0.3742501,3.280402
16523,-5.5934553,-3.208483
16525,26.276001,12.52312
16532,-14.483175,19.553528
16539,29.643261,9.608819
16546,11.855563,-10.483017
16549,0.21934219,7.112807
16550,-13.485508,6.1343555
16553,-0.5595016,-15.310911
16554,30.524109,9.234546
16556,16.759901,-10.753605
16558,7.681182,-1.2432405
16560,20.931904,-11.639679
16563,-4.138619,-17.699308
16570,-6.857677,-11.2923
16571,3.7317245,-11.347621
16584,21.46503,18.86284
16592,5.4644356,-3.8972876
16607,-30.62919,1.4626452
16609,-3.8685658,-0.22579911
16612,-2.2965386,-0.20198928
16618,7.8365684,-13.581542
16626,5.479475,5.780105
16633,25.597485,2.8746476
16636,-9.793017,-3.393283
16638,-0.91229653,14.190385
16652,21.158407,-0.19826005
16655,16.514421,-13.117701
16656,16.28734,-15.089576
16670,9.515518,12.5542755
16672,-11.8105345,-20.447887
16678,4.4814296,-18.722574
16684,11.233281,-5.8834314
16686,-22.74107,3.679958
16700,-11.262645,-10.499994
16701,-6.796542,-13.477484
16705,-3.2670588,-12.416114
16709,13.931274,-5.66314
16710,-2.5601737,13.303638
16711,23.686794,3.2487652
16712,-11.256989,-13.4381075
16713,7.7151713,0.17758413
16717,8.240236,-0.8800343
16718,-21.95449,7.55054
16719,-0.5314275,15.417741
16722,-27.47884,1.4159241
16729,-2.6940887,7.4345946
16732,-23.596786,-1.8771315
16735,11.519156,4.512676
16736,9.670605,13.195694
16743,9.016345,23.325312
16745,-17.24247,-9.512697
16746,-15.349503,-6.120289
16748,-19.329706,-16.760063
16749,24.247925,18.4075
16754,-24.221733,9.836412
16755,-8.599462,-6.6298947
16764,-4.357723,1.278198
16767,-21.877869,-4.797039
16771,16.758339,17.242014
16772,22.61509,12.681748
16775,29.19298,8.86653
16779,7.120157,18.629114
16782,3.1307588,9.278545
16791,7.1981616,5.8705063
16795,10.046673,4.6588345
16814,25.707508,9.103754
16817,14.419467,-7.3285875
16818,30.13266,14.627164
16837,28.093437,6.7451673
16839,1.7781737,-4.2778516
16841,-6.622272,8.374414
16843,-13.678074,-5.445581
16858,10.296797,16.878656
16871,19.965782,1.8337988
16873,-0.3782973,-12.350595
16875,-0.8014975,-1.6144707
16889,-6.640833,-9.97745
16904,1.1005177,7.1101127
16905,15.008686,3.9150894
16912,16.171741,-5.487463
16918,-12.814429,-3.5659199
16919,7.2966604,19.141657
16923,15.677242,10.461552
16928,26.21974,-1.6474196
16931,-2.1129642,7.0765033
16933,11.038343,6.5877695
16938,4.7315445,-8.504354
16940,-5.6947737,5.9769926
16945,-17.684664,-12.660608
16950,32.932926,9.854178
16954,-21.518572,13.4434
16979,3.701896,5.524796
16983,-15.480026,12.862646
16984,19.002855,9.79084
16985,18.874203,-5.889491
16986,6.1870403,10.255526
16987,19.614935,14.620433
16992,20.110151,0.6193608
17001,-3.2538595,-9.382844
17002,1.731712,-15.029755
17004,-13.670852,-11.268224
17017,-22.761086,-2.2424722
17019,-22.715014,4.0102296
17031,-19.294653,-16.859932
17032,4.534017,10.250457
17043,-2.451114,-11.025583
17044,24.866095,15.857442
17049,9.734636,9.2712755
17050,3.5341296,-6.104246
17059,-2.5649748,3.7228034
17061,22.177925,-6.1441045
17063,-18.433865,-11.705193
17068,-16.583906,-11.042929
17069,-16.335163,-9.747728
17071,15.582759,1.0354356
17082,-0.6967561,-2.889846
17083,-25.71099,-15.883197
17084,-4.692676,-13.137011
17085,11.525143,19.532284
17090,1.3277994,-7.358636
17091,-9.394026,0.34348306
17092,-18.749922,2.301127
17095,9.46633,12.006809
17096,25.20983,5.906592
17101,0.46333078,-18.013475
17107,3.1960387,0.37440783
17115,-2.4386358,-2.7899756
17131,12.686247,14.9489975
17133,31.051851,17.384699
17138,30.875664,0.41140437
17139,-1.6881404,-5.030713
17145,9.946476,1.3648883
17146,25.812214,12.865103
17147,20.954557,-11.753799
17157,-10.370249,-18.220795
17160,-14.876916,-8.775407
17164,7.695969,-10.873131
17173,-19.434734,6.615965
17183,28.683468,-3.787747
17188,8.69585,-0.27620003
17191,18.28097,9.195622
17203,-12.822514,7.462328
17204,-8.84948,-5.0325413
17211,5.391655,3.943614
17213,18.25106,6.1874895
17218,-18.530005,0.12933674
17220,-16.156904,5.56351
17228,-17.664398,-3.6864715
17230,22.00414,13.592185
17231,16.289942,5.6103477
17238,-14.892478,3.7213938
17241,-4.5994883,-4.506434
17242,-23.890285,-14.468395
17243,15.317865,2.5798662
17262,33.336864,3.9022782
17284,-8.327381,9.498537
17287,16.512774,5.668785
17288,-14.307249,-0.31096536
17293,9.02603,6.515674
17306,-20.441587,-2.981933
17307,-10.189598,-3.156938
17308,-27.558838,-3.0288377
17311,-23.786488,-1.086067
17314,10.259193,-7.154716
17315,13.420167,6.6054277
17317,11.111735,-12.172004
17320,20.92329,12.68313
17338,2.1736841,12.555094
17340,12.57785,17.783264
17346,-11.37308,2.525978
17348,-21.95041,4.247709
17353,-20.997105,-16.207945
17354,-13.948739,1.7923629
17364,-21.163239,3.905051
17365,-22.215412,3.1398113
17372,1.3401756,-12.04552
17377,-2.3929803,10.546746
17381,-22.879055,-0.9713473
17386,12.5538225,-10.802048
17388,12.455161,7.396006
17389,18.464891,1.0815946
17396,24.684792,-8.468996
17400,2.0934649,15.045277
17402,-0.8960213,-19.840345
17404,-11.661506,-15.123032
17406,21.394308,16.117464
17409,19.76887,7.357576
17412,-16.509357,-8.1773
17416,-11.509447,-0.3909683
17419,24.135504,5.931632
17422,22.512901,10.534009
17426,-1.5138447,-13.373359
17428,-1.9265198,-6.1066346
17442,-7.7761035,-18.558638
17444,-23.37211,-6.1067915
17448,2.6205041,15.166553
17449,28.601883,13.249731
17450,24.27373,13.417653
17457,21.361696,-16.297735
17463,6.070166,6.6081595
17465,28.382626,16.585821
17469,-5.464089,-3.1610806
17470,6.3444195,21.298786
17490,-0.587073,-7.365274
17491,12.572126,-5.2210464
17504,28.662739,13.415161
17505,19.342043,16.50715
17508,11.008836,11.086281
17509,-20.851973,1.598427
17511,-5.7984896,-11.787807
17512,31.731081,13.997922
17519,-7.231875,-7.629888
17526,28.013378,-0.88382065
17528,0.86098266,-19.60073
17530,-10.311453,6.2477098
17552,-25.05391,1.2173457
17553,-14.555616,19.495228
17567,21.86997,6.93362
17576,24.592043,7.947128
17581,-9.951281,-8.699
17584,33.06497,14.068883
17588,20.33159,12.768819
17589,-14.974011,8.620444
17591,18.311663,7.4317775
17593,1.0965816,14.104522
17594,-18.454674,-15.561837
17596,-10.989976,11.994971
17597,-7.4597263,-18.723698
17602,-3.1674101,12.345291
17611,7.2524066,1.081263
17612,-4.5356216,-3.2928388
17613,-1.6301184,3.5634446
17618,7.8399506,13.81577
17621,17.779419,-2.3182268
17623,24.33826,6.820436
17625,14.101459,12.900931
17629,-15.29875,2.744505
17640,33.74842,14.292954
17644,-4.302685,-3.6814296
17646,21.312654,-1.9276685
17651,-16.354208,-11.276837
17652,0.64291495,-4.510713
17655,24.482994,15.58827
17659,5.1389475,-11.354336
17663,4.731991,25.476507
17667,0.6691781,0.5030763
17669,-19.89094,-13.558524
17672,9.762775,-18.934517
17673,2.6775656,15.655736
17675,-3.701783,-7.820842
17676,-18.959797,-9.723967
17677,-9.515666,-8.408277
17679,8.166516,-17.831158
17682,-1.8261595,1.5707169
17685,-27.392265,-12.359889
17686,-1.1686932,-4.94311
17690,19.07575,-6.277141
17692,14.052636,14.382051
17696,15.402394,17.459476
17700,12.904242,3.5690594
17702,-23.848513,-12.646994
17706,18.942436,7.0694904
17716,5.31016,-5.545396
17719,21.169477,-3.3732412
17720,26.810148,3.2700996
17722,10.938159,-1.0516001
17723,12.549799,-7.895362
17725,31.748144,11.8338175
17728,6.8688517,-13.1006975
17730,14.399265,15.591868
17735,-12.688393,-5.495347
17738,18.921211,-1.164461
